created_at,player_name,score,room,game_version,player_color,boons,boon_order
2026-04-05 20:08:08.540589+00,WHYNCHU,4600,14,1.16.10,red,"{""color"":""red"",""order"":""Escalation,Armor Weave,Phase Dash,Phase Dash,Kinetic Harvest,Phase Dash,Orbit Spheres,Charged Orbs,Chain Magnet,Bigger Bullets,Snipe Shot,Faster Bullets,Vampiric Return"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""🔵"",""name"":""Bigger Bullets"",""detail"":""Tier 1""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.53 charge/sec while moving""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""15% damage reduction""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""500ms double pull""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+4% dmg""},{""icon"":""💨"",""name"":""Phase Dash"",""detail"":""0/3 room uses, 0.0s cd""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.8s""}]}","Escalation,Armor Weave,Phase Dash,Phase Dash,Kinetic Harvest,Phase Dash,Orbit Spheres,Charged Orbs,Chain Magnet,Bigger Bullets,Snipe Shot,Faster Bullets,Vampiric Return"
2026-04-05 20:06:32.122641+00,RUNNER,660,5,1.16.10,green,"{""color"":""green"",""order"":""Recover,Recover,Recover,Overcharge Vent"",""picks"":[{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""}]}","Recover,Recover,Recover,Overcharge Vent"
2026-04-05 20:01:46.435287+00,RUNNER,520,4,1.16.10,green,"{""color"":""green"",""order"":""Recover,Recover,Recover"",""picks"":[]}","Recover,Recover,Recover"
2026-04-05 20:00:38.177537+00,JONNYBILLZ,0,1,1.16.10,red,"{""color"":""red"",""order"":"""",""picks"":[]}",
2026-04-05 20:00:37.209101+00,CHEEZYCHARLIE,3740,13,1.16.6,cyan,"{""color"":""cyan"",""order"":""Overcharge Vent,Faster Bullets,Bigger Bullets,Homing,Snipe Shot,Echo Fire,Twin Lance,Payload,Wider Absorb,Pierce,Dead Man's Trigger,Kinetic Harvest"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""🔵"",""name"":""Bigger Bullets"",""detail"":""Tier 1""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+12 absorb range""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.53 charge/sec while moving""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""☠"",""name"":""Dead Man's Trigger"",""detail"":""At ≤15% HP: ×2 dmg + free pierce""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""💣"",""name"":""Payload"",""detail"":""Bullets explode on impact""}]}","Overcharge Vent,Faster Bullets,Bigger Bullets,Homing,Snipe Shot,Echo Fire,Twin Lance,Payload,Wider Absorb,Pierce,Dead Man's Trigger,Kinetic Harvest"
2026-04-05 20:00:20.203212+00,JONNYBILLZ,620,5,1.16.10,red,"{""color"":""red"",""order"":""Dead Man's Trigger,Homing,Berserker,Protective Shield"",""picks"":[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 3 - 3.0 SPS""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""1 shield plate""},{""icon"":""🔴"",""name"":""Berserker"",""detail"":""HP:10, +3 SPS, +30% spd""},{""icon"":""☠"",""name"":""Dead Man's Trigger"",""detail"":""At ≤15% HP: ×2 dmg + free pierce""}]}","Dead Man's Trigger,Homing,Berserker,Protective Shield"
2026-04-05 19:58:23.007637+00,JONNYBILLZ,1900,9,1.16.10,red,"{""color"":""red"",""order"":""Chain Magnet,Overcharge Vent,Resonant Absorb,Faster Bullets,Gravity Well,Recover,Vampiric Return,Kinetic Harvest"",""picks"":[{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.53 charge/sec while moving""},{""icon"":""≋"",""name"":""Resonant Absorb"",""detail"":""Combo absorbs give 1.5× charge""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""500ms double pull""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""⊙"",""name"":""Gravity Well"",""detail"":""Slows nearby danger bullets 30%""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""⊙"",""name"":""Gravity Well"",""detail"":""Slows nearby danger bullets""}]}","Chain Magnet,Overcharge Vent,Resonant Absorb,Faster Bullets,Gravity Well,Recover,Vampiric Return,Kinetic Harvest"
2026-04-05 19:56:00.115591+00,WHYNCHU,13935,23,1.16.10,purple,"{""color"":""purple"",""order"":""Vampiric Return,Critical Hit,Snipe Shot,Twin Lance,Deep Reserve,Protective Shield,Homing,Snipe Shot,Deep Reserve,Late Bloom,Blood Rush,Pierce,Protective Shield,Predator's Instinct,Rampage,Critical Hit,Volatile Rounds,Recover,Extra Life,Crimson Harvest,Resonant Absorb,Extra Life"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 2""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""40% crit chance""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+33 flat charge""},{""icon"":""◉"",""name"":""Extra Life"",""detail"":""Tier 2""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""2 shield plates""},{""icon"":""≋"",""name"":""Resonant Absorb"",""detail"":""Combo absorbs give 1.5× charge""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""🐺"",""name"":""Predator's Instinct"",""detail"":""Kill streak: +60% damage (max +100%)""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""🩸→"",""name"":""Blood Rush"",""detail"":""+3 stacks (24% speed)""},{""icon"":""🩸+"",""name"":""Crimson Harvest"",""detail"":""Kills drop extra grey bullet""},{""icon"":""💀+"",""name"":""Rampage"",""detail"":""Free 8-way burst""},{""icon"":""🌱"",""name"":""Late Bloom"",""detail"":""+0% dmg, -6% speed""}]}","Vampiric Return,Critical Hit,Snipe Shot,Twin Lance,Deep Reserve,Protective Shield,Homing,Snipe Shot,Deep Reserve,Late Bloom,Blood Rush,Pierce,Protective Shield,Predator's Instinct,Rampage,Critical Hit,Volatile Rounds,Recover,Extra Life,Crimson Harvest,Resonant Absorb,Extra Life"
2026-04-05 19:53:40.514876+00,CHEEZYCHARLIE,2880,11,1.16.6,cyan,"{""color"":""cyan"",""order"":""Long Reach,Pierce,Quick Harvest,Quick Harvest,Bigger Bullets,Snipe Shot,Snipe Shot,Snipe Shot,Echo Fire,Twin Lance"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 3""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""🔵"",""name"":""Bigger Bullets"",""detail"":""Tier 1""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 1""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+50% absorb value""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""}]}","Long Reach,Pierce,Quick Harvest,Quick Harvest,Bigger Bullets,Snipe Shot,Snipe Shot,Snipe Shot,Echo Fire,Twin Lance"
2026-04-05 19:53:36.577374+00,RUNNER,250,3,1.16.10,green,"{""color"":""green"",""order"":""Shockwave,Swift Bloom"",""picks"":[{""icon"":""🍃"",""name"":""Swift Bloom"",""detail"":""+0% speed, +6% dmg taken""},{""icon"":""⚡"",""name"":""Shockwave"",""detail"":""Full charge → push enemies""}]}","Shockwave,Swift Bloom"
2026-04-05 19:51:05.829528+00,RUNNER,0,1,1.16.10,green,"{""color"":""green"",""order"":"""",""picks"":[]}",
2026-04-05 19:50:41.194917+00,RUNNER,1110,7,1.16.10,green,"{""color"":""green"",""order"":""Ring Blast,Ring Blast,Overload,Faster Bullets,Recover,Dense Core"",""picks"":[{""icon"":""◎"",""name"":""Ring Blast"",""detail"":""2 radial shots""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 1""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 1 — ×1.22 dmg, cap: 5""},{""icon"":""⚡"",""name"":""Overload"",""detail"":""Auto ×2 damage at full charge""}]}","Ring Blast,Ring Blast,Overload,Faster Bullets,Recover,Dense Core"
2026-04-05 19:48:09.186903+00,CHEEZYCHARLIE,1530,8,1.16.6,cyan,"{""color"":""cyan"",""order"":""Decay Extension,Twin Lance,Resonant Absorb,Long Reach,Long Reach,Charge Cap Up,Quick Harvest"",""picks"":[{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""⏳"",""name"":""Decay Extension"",""detail"":""+1s linger""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+15% capacity""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+26% shot lifespan""},{""icon"":""≋"",""name"":""Resonant Absorb"",""detail"":""Combo absorbs give 1.5× charge""}]}","Decay Extension,Twin Lance,Resonant Absorb,Long Reach,Long Reach,Charge Cap Up,Quick Harvest"
2026-04-05 19:47:03.147751+00,RUNNER,650,5,1.16.10,green,"{""color"":""green"",""order"":""Overload,Shockwave,Late Bloom,Vampiric Return"",""picks"":[{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""🌱"",""name"":""Late Bloom"",""detail"":""+0% dmg, -6% speed""},{""icon"":""⚡"",""name"":""Shockwave"",""detail"":""Full charge → push enemies""},{""icon"":""⚡"",""name"":""Overload"",""detail"":""Auto ×2 damage at full charge""}]}","Overload,Shockwave,Late Bloom,Vampiric Return"
2026-04-05 19:39:57.686182+00,WHYNCHU,5795,16,1.16.9,pink,"{""color"":""pink"",""order"":""Long Reach,Armor Weave,Late Bloom,Kinetic Harvest,Homing,Twin Lance,Vampiric Return,Room Regen,Snipe Shot,Pierce,Charge Cap Up,Lifeline,Pierce,Room Regen,Critical Hit"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""20% crit chance""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 2""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+15% capacity""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.53 charge/sec while moving""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+18% shot lifespan""},{""icon"":""💚"",""name"":""Room Regen"",""detail"":""20 HP per room clear""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""15% damage reduction""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""♾"",""name"":""Lifeline"",""detail"":""SPENT""},{""icon"":""🌱"",""name"":""Late Bloom"",""detail"":""+0% dmg, -6% speed""}]}","Long Reach,Armor Weave,Late Bloom,Kinetic Harvest,Homing,Twin Lance,Vampiric Return,Room Regen,Snipe Shot,Pierce,Charge Cap Up,Lifeline,Pierce,Room Regen,Critical Hit"
2026-04-05 19:13:16.310964+00,CHEEZYCHARLIE,2390,10,1.16.3,cyan,"{""color"":""cyan"",""order"":""Snipe Shot,Vampiric Return,Blood Rush,Twin Lance,Charge Cap Up,Snipe Shot,Echo Fire,Late Bloom,Sanguine Burst"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 2""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+25% capacity""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""🩸→"",""name"":""Blood Rush"",""detail"":""+0 stacks (0% speed)""},{""icon"":""💀"",""name"":""Sanguine Burst"",""detail"":""Free 6-way burst""},{""icon"":""🌱"",""name"":""Late Bloom"",""detail"":""+0% dmg, -6% speed""}]}","Snipe Shot,Vampiric Return,Blood Rush,Twin Lance,Charge Cap Up,Snipe Shot,Echo Fire,Late Bloom,Sanguine Burst"
2026-04-05 18:37:36.102356+00,CHEEZYCHARLIE,4290,14,1.16.3,cyan,"{""color"":""cyan"",""order"":""Overcharge Vent,Quick Harvest,Long Reach,Dense Core,Dense Core,Echo Fire,Resonant Absorb,Dead Man's Trigger,Refraction,Snipe Shot,Gravity Well,MINI,Long Reach"",""picks"":[{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+47% absorb value""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+26% shot lifespan""},{""icon"":""·"",""name"":""MINI"",""detail"":""50% smaller, 25% less max HP""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 2 — ×1.60 dmg, cap: 1""},{""icon"":""≋"",""name"":""Resonant Absorb"",""detail"":""Combo absorbs give 1.5× charge""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""⊙"",""name"":""Gravity Well"",""detail"":""Slows nearby danger bullets 30%""},{""icon"":""☠"",""name"":""Dead Man's Trigger"",""detail"":""At ≤15% HP: ×2 dmg + free pierce""},{""icon"":""↺"",""name"":""Echo Fire"",""detail"":""Every 5th shot fires free echo""},{""icon"":""⊙"",""name"":""Gravity Well"",""detail"":""Slows nearby danger bullets""},{""icon"":""💡"",""name"":""Refraction"",""detail"":""Cooldown: 0.0s""}]}","Overcharge Vent,Quick Harvest,Long Reach,Dense Core,Dense Core,Echo Fire,Resonant Absorb,Dead Man's Trigger,Refraction,Snipe Shot,Gravity Well,MINI,Long Reach"
2026-04-05 18:14:11.33765+00,WHYNCHU,674645,187,1.16.3,orange,"{""color"":""orange"",""order"":""Late Bloom,Armor Weave,Mirror Tide,Vampiric Return,Twin Lance,Deep Reserve,Crimson Harvest,Rapid Fire,Homing,Extra Life,Quick Harvest,Kinetic Harvest,Snipe Shot,Lifeline,Escalation,Protective Shield,Decay Extension,Rapid Fire,Barrier Pulse,Extra Life,Decay Extension,Ricochet,Fracture,Tempered Shield,Critical Hit,Refraction,Orbit Spheres,Pierce,Protective Shield,Critical Hit,Deep Reserve,Kinetic Harvest,Volatile Rounds,Charged Orbs,Rapid Fire,Room Regen,Deep Reserve,Mirror Shield,Aegis Nova,Room Regen,Dense Core,Dense Core,Volatile Orbs,Deep Reserve,Chain Magnet,Snipe Shot,Kinetic Harvest,Charge Cap Up,Predator's Instinct,Decay Extension,Spread Shot,Swift Ward,Dead Man's Trigger,Recover,Room Regen,Ring Blast,Deep Reserve,Extra Life,Swift Ward,Blood Pact,Phase Dash,Extra Life,Rampage,Gravity Well,Long Reach,Absorb Orbs,Charge Cap Up,Kinetic Harvest,Blood Rush,Armor Weave,Long Reach,Rapid Fire,Mirror Tide,Ring Blast,Deep Reserve,Pierce,Kinetic Harvest,Armor Weave,Dense Core,Deep Reserve,Gravity Well II,Deep Reserve,Long Reach,Chain Magnet,Orbit Spheres,Pierce,Long Reach,Extra Life,Snipe Shot,Quick Harvest,Emergency Capacitor,Deep Reserve,Deep Reserve,Charge Cap Up,Wider Absorb,Kinetic Harvest,EMP Burst,Kinetic Harvest,Extra Life,Orbit Spheres,Overcharge Vent,Protective Shield,Orbit Spheres,Resonant Absorb,Kinetic Harvest,Deep Reserve,Deep Reserve,Deep Reserve,Deep Reserve,Long Reach,Protective Shield,Wider Absorb,Rapid Fire,Phase Dash,Orbit Spheres,Faster Bullets,Kinetic Harvest,Wider Absorb,Charge Cap Up,Deep Reserve,Ring Blast,Ring Blast,Phase Dash,Charge Cap Up,Wider Absorb,Twin Lance,Long Reach,Quick Harvest,Charge Cap Up,Long Reach,Front+Back,Kinetic Harvest,Kinetic Harvest,Extra Life,Long Reach,Deep Reserve,Long Reach,Wider Absorb,Long Reach,Kinetic Harvest,Faster Bullets,Kinetic Harvest,Deep Reserve,Charge Cap Up,Quick Harvest,Charge Cap Up,Slipstream,Charge Cap Up,Long Reach,Charge Cap Up,Charge Cap Up,Deep Reserve,Kinetic Harvest,Slipstream,Kinetic Harvest,Faster Bullets,Slipstream,Charge Cap Up,Charge Cap Up,Deep Reserve,Kinetic Harvest,Kinetic Harvest,Extra Life,Deep Reserve,Deep Reserve,Extra Life,Deep Reserve,Long Reach,Charge Cap Up,Kinetic Harvest,Kinetic Harvest,Long Reach,Long Reach,Deep Reserve,Charge Cap Up,Quick Harvest,Deep Reserve,Long Reach,Charge Cap Up,Long Reach,Deep Reserve,Kinetic Harvest,Twin Lance,Kinetic Harvest,Long Reach"",""picks"":[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 5 - 8.0 SPS""},{""icon"":""◎"",""name"":""Ring Blast"",""detail"":""4 radial shots""},{""icon"":""↕"",""name"":""Front+Back"",""detail"":""Rear shot enabled""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 3""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+3 forward lanes""},{""icon"":""💨"",""name"":""Faster Bullets"",""detail"":""Tier 3""},{""icon"":""💥"",""name"":""Critical Hit"",""detail"":""40% crit chance""},{""icon"":""↯"",""name"":""Ricochet"",""detail"":""Bullets bounce on walls""},{""icon"":""🌀"",""name"":""Homing"",""detail"":""Shots curve into targets""},{""icon"":""→"",""name"":""Pierce"",""detail"":""Tier 3""},{""icon"":""⬇"",""name"":""Quick Harvest"",""detail"":""+54% absorb value""},{""icon"":""⏳"",""name"":""Decay Extension"",""detail"":""+3s linger""},{""icon"":""◆"",""name"":""Charge Cap Up"",""detail"":""+400% capacity""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+551 flat charge""},{""icon"":""🧲"",""name"":""Wider Absorb"",""detail"":""+50 absorb range""},{""icon"":""🌀"",""name"":""Kinetic Harvest"",""detail"":""0.11 charge/sec while moving""},{""icon"":""➶"",""name"":""Long Reach"",""detail"":""+41% shot lifespan""},{""icon"":""◉"",""name"":""Extra Life"",""detail"":""Tier 9""},{""icon"":""💚"",""name"":""Room Regen"",""detail"":""30 HP per room clear""},{""icon"":""🧱"",""name"":""Armor Weave"",""detail"":""45% damage reduction""},{""icon"":""⚕️"",""name"":""Emergency Capacitor"",""detail"":""+1.5 charge on hit""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""4 shield plates""},{""icon"":""🛡️+"",""name"":""Tempered Shield"",""detail"":""2-stage shields""},{""icon"":""🪞"",""name"":""Mirror Shield"",""detail"":""Reflects bullets as output""},{""icon"":""💠+"",""name"":""Aegis Nova"",""detail"":""Break fires 4-way burst""},{""icon"":""⬡"",""name"":""Barrier Pulse"",""detail"":""+1.5 charge + magnet on break""},{""icon"":""⚡🛡️"",""name"":""Swift Ward"",""detail"":""Shields recharge in 2.0s""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""5 spheres""},{""icon"":""◈"",""name"":""Dense Core"",""detail"":""Tier 3 — ×1.90 dmg, cap: 264""},{""icon"":""〜"",""name"":""Slipstream"",""detail"":""+0.39 charge/near-miss""},{""icon"":""≋"",""name"":""Resonant Absorb"",""detail"":""Combo absorbs give 1.5× charge""},{""icon"":""⤥"",""name"":""Chain Magnet"",""detail"":""750ms double pull""},{""icon"":""⬆"",""name"":""Overcharge Vent"",""detail"":""+40% dmg at full charge""},{""icon"":""⊙"",""name"":""Gravity Well"",""detail"":""Slows nearby danger bullets 30%""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""🐺"",""name"":""Predator's Instinct"",""detail"":""Kill streak: +0% damage (max +100%)""},{""icon"":""🩸+"",""name"":""Blood Pact"",""detail"":""+1 HP per enemy hit (pierce only)""},{""icon"":""♾"",""name"":""Lifeline"",""detail"":""SPENT""},{""icon"":""☠"",""name"":""Dead Man's Trigger"",""detail"":""At ≤15% HP: ×2 dmg + free pierce""},{""icon"":""⋔+"",""name"":""Fracture"",""detail"":""Bullets split on wall bounce""},{""icon"":""💢"",""name"":""Volatile Rounds"",""detail"":""Pierce shots burst on final hit""},{""icon"":""☀️"",""name"":""CORONA"",""detail"":""Ring pierce +1, kills refund charge""},{""icon"":""💥"",""name"":""Volatile Orbs"",""detail"":""Orbs explode danger bullets""},{""icon"":""🩸→"",""name"":""Blood Rush"",""detail"":""+0 stacks (0% speed)""},{""icon"":""🩸+"",""name"":""Crimson Harvest"",""detail"":""Kills drop extra grey bullet""},{""icon"":""💀+"",""name"":""Rampage"",""detail"":""Free 8-way burst""},{""icon"":""🌱"",""name"":""Late Bloom"",""detail"":""+138% dmg, -6% speed""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+21% dmg""},{""icon"":""⬄"",""name"":""Spread Shot"",""detail"":""3-bullet cone spread""},{""icon"":""⊙+"",""name"":""Gravity Well II"",""detail"":""Slows bullets & enemies""},{""icon"":""💡"",""name"":""Refraction"",""detail"":""Cooldown: 0.0s""},{""icon"":""🪞"",""name"":""Mirror Tide"",""detail"":""0/2 room uses, 1.5s cd""},{""icon"":""💨"",""name"":""Phase Dash"",""detail"":""1/3 room uses, 3.0s cd""},{""icon"":""💥"",""name"":""EMP Burst"",""detail"":""SPENT""},{""icon"":""⚡"",""name"":""Charged Orbs"",""detail"":""Orbs fire shot every 1.2s""},{""icon"":""🌀"",""name"":""Absorb Orbs"",""detail"":""Orbs absorb nearby grey bullets""}]}","Late Bloom,Armor Weave,Mirror Tide,Vampiric Return,Twin Lance,Deep Reserve,Crimson Harvest,Rapid Fire,Homing,Extra Life,Quick Harvest,Kinetic Harvest,Snipe Shot,Lifeline,Escalation,Protective Shield,Decay Extension,Rapid Fire,Barrier Pulse,Extra Life,Decay Extension,Ricochet,Fracture,Tempered Shield,Critical Hit,Refraction,Orbit Spheres,Pierce,Protective Shield,Critical Hit,Deep Reserve,Kinetic Harvest,Volatile Rounds,Charged Orbs,Rapid Fire,Room Regen,Deep Reserve,Mirror Shield,Aegis Nova,Room Regen,Dense Core,Dense Core,Volatile Orbs,Deep Reserve,Chain Magnet,Snipe Shot,Kinetic Harvest,Charge Cap Up,Predator's Instinct,Decay Extension,Spread Shot,Swift Ward,Dead Man's Trigger,Recover,Room Regen,Ring Blast,Deep Reserve,Extra Life,Swift Ward,Blood Pact,Phase Dash,Extra Life,Rampage,Gravity Well,Long Reach,Absorb Orbs,Charge Cap Up,Kinetic Harvest,Blood Rush,Armor Weave,Long Reach,Rapid Fire,Mirror Tide,Ring Blast,Deep Reserve,Pierce,Kinetic Harvest,Armor Weave,Dense Core,Deep Reserve,Gravity Well II,Deep Reserve,Long Reach,Chain Magnet,Orbit Spheres,Pierce,Long Reach,Extra Life,Snipe Shot,Quick Harvest,Emergency Capacitor,Deep Reserve,Deep Reserve,Charge Cap Up,Wider Absorb,Kinetic Harvest,EMP Burst,Kinetic Harvest,Extra Life,Orbit Spheres,Overcharge Vent,Protective Shield,Orbit Spheres,Resonant Absorb,Kinetic Harvest,Deep Reserve,Deep Reserve,Deep Reserve,Deep Reserve,Long Reach,Protective Shield,Wider Absorb,Rapid Fire,Phase Dash,Orbit Spheres,Faster Bullets,Kinetic Harvest,Wider Absorb,Charge Cap Up,Deep Reserve,Ring Blast,Ring Blast,Phase Dash,Charge Cap Up,Wider Absorb,Twin Lance,Long Reach,Quick Harvest,Charge Cap Up,Long Reach,Front+Back,Kinetic Harvest,Kinetic Harvest,Extra Life,Long Reach,Deep Reserve,Long Reach,Wider Absorb,Long Reach,Kinetic Harvest,Faster Bullets,Kinetic Harvest,Deep Reserve,Charge Cap Up,Quick Harvest,Charge Cap Up,Slipstream,Charge Cap Up,Long Reach,Charge Cap Up,Charge Cap Up,Deep Reserve,Kinetic Harvest,Slipstream,Kinetic Harvest,Faster Bullets,Slipstream,Charge Cap Up,Charge Cap Up,Deep Reserve,Kinetic Harvest,Kinetic Harvest,Extra Life,Deep Reserve,Deep Reserve,Extra Life,Deep Reserve,Long Reach,Charge Cap Up,Kinetic Harvest,Kinetic Harvest,Long Reach,Long Reach,Deep Reserve,Charge Cap Up,Quick Harvest,Deep Reserve,Long Reach,Charge Cap Up,Long Reach,Deep Reserve,Kinetic Harvest,Twin Lance,Kinetic Harvest,Long Reach"
2026-04-05 17:03:02.419377+00,WHYNCHU,5555,17,1.16.3,red,"{""color"":""red"",""order"":""Vampiric Return,Escalation,Twin Lance,Snipe Shot,Crimson Harvest,Rapid Fire,Rapid Fire,Protective Shield,Protective Shield,Recover,Mirror Shield,Orbit Spheres,Deep Reserve,Recover,Volatile Orbs,Extra Life"",""picks"":[{""icon"":""⚡"",""name"":""Rapid Fire"",""detail"":""Tier 2 - 1.8 SPS""},{""icon"":""🎯"",""name"":""Snipe Shot"",""detail"":""Tier 1""},{""icon"":""≫"",""name"":""Twin Lance"",""detail"":""+1 forward lane""},{""icon"":""▣"",""name"":""Deep Reserve"",""detail"":""+30 flat charge""},{""icon"":""◉"",""name"":""Extra Life"",""detail"":""Tier 1""},{""icon"":""🛡️"",""name"":""Protective Shield"",""detail"":""2 shield plates""},{""icon"":""🪞"",""name"":""Mirror Shield"",""detail"":""Reflects bullets as output""},{""icon"":""🔮"",""name"":""Orbit Spheres"",""detail"":""1 sphere""},{""icon"":""🩸"",""name"":""Vampiric Return"",""detail"":""+4 HP per kill, +0.3 charge""},{""icon"":""💥"",""name"":""Volatile Orbs"",""detail"":""Orbs explode danger bullets""},{""icon"":""🩸+"",""name"":""Crimson Harvest"",""detail"":""Kills drop extra grey bullet""},{""icon"":""📈"",""name"":""Escalation"",""detail"":""+6% dmg""}]}","Vampiric Return,Escalation,Twin Lance,Snipe Shot,Crimson Harvest,Rapid Fire,Rapid Fire,Protective Shield,Protective Shield,Recover,Mirror Shield,Orbit Spheres,Deep Reserve,Recover,Volatile Orbs,Extra Life"
